twitt,emocion,porcentaje,figura,fecha
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Vamos familias más fuertes con Alejandra del Moral,joy,0.5282339453697205,AlejandraDMV,2023-04-04 13:47:55+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Los que tienen cerebro de ratón tomándose fotos con alguien que aún ni en el poder está ni estará usa máscara de buena gente, sus falsas sonrisas les molesta al final del día de tanto fingir, ahorita si abrazan a sus seguidores los llenan de mentiras pero nunca les cumpliran",anger,0.5896483659744263,AlejandraDMV,2023-04-04 13:35:15+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Deje la está loca creé que así van a ganar https://t.co/jJiXEUPzgX,others,0.9023444056510925,AlejandraDMV,2023-04-04 13:09:32+00:00
"@AlejandraDMV @lydimdeo @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Rotundo no al clientelismo electoral, no a regalar el dinero de nuestros impuestos, inviertan en cadenas productivas y lleven prosperidad a las comunidades a través de programas que les enseñen a producir no hacerlos más dependientes.",others,0.5407821536064148,AlejandraDMV,2023-04-04 12:34:22+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Esta campaña politica, del estado de México, representa todo, para la oposicion, no puede ganar MORENA, porque seria una catastrofe nacional, y es necesario que el país tenga en alto la Moral,  valiente para 2024, el dia que la pesadilla obradorista, acabara",sadness,0.32474371790885925,AlejandraDMV,2023-04-04 08:10:01+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Señora!!! Prometió entregar vivienda a Mexiquenses y que hizo? 
No entregó todas y se implicó en un fraude a la vivienda.

Prometió y hasta posó para la entrega de un Hospital Oncológico; que hizo? No lo entregó ni lo termino.

Y promete un “Salario Familiar”?

No Cumple!!!! https://t.co/p8UW7xmHG9",anger,0.6259727478027344,AlejandraDMV,2023-04-04 06:05:46+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Los que se quejan de las becas y los apoyos 🤣🤣🤣 gran propuesta de canpaña 🤣🤣🤣 más de lo mismo, regalar dinero 🤣🤣🤣 nos quitan impuestos y los regalan 🤣🤣🤣 que populistas son 🤣🤣🤣🤣🤡🤡🤡🤑🤑🤣🤣🤣 https://t.co/o6BsZzm2VZ",anger,0.7199124693870544,AlejandraDMV,2023-04-04 04:51:05+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Esperamos la fiscalización de tu presupuesto, ya me tienen arto tus publicaciones... https://t.co/H2n3O11FzK",others,0.6646252870559692,AlejandraDMV,2023-04-04 04:30:19+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Ya vas a empezar con tus tarjetitas estilo MONEX ? Ojo aquí @INEMexico,others,0.7857203483581543,AlejandraDMV,2023-04-04 04:07:58+00:00
@AlejandraDMV @PRI_Nacional @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex La limitada marioneta del calenturiento,others,0.9154614806175232,AlejandraDMV,2023-04-04 03:59:00+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Ideas copias de amlo,others,0.9257824420928955,AlejandraDMV,2023-04-04 03:29:35+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Oiga, pero solo se la dan a sus cuates.",others,0.7441331148147583,AlejandraDMV,2023-04-04 03:28:00+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Si todavía no les dan el que ofreció el pelmazo ¿será retroactivo el tuyo?.,others,0.8940179347991943,AlejandraDMV,2023-04-04 03:19:22+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Ojalá se puedan llevar al de Movimiento Ciudadano con ustedes,others,0.841327428817749,AlejandraDMV,2023-04-04 03:13:16+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Abran los ojos!!! No entreguen el Edo. de México a @PartidoMorenaMx vean lo que han hecho en otros estados y en la cd. de México. Vamos @AlejandraDMV.,others,0.6342509984970093,AlejandraDMV,2023-04-04 03:07:38+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex ¿Qué tianguis es?,others,0.9096708297729492,AlejandraDMV,2023-04-04 02:24:20+00:00
@EXBIR1 @MissFernandaMex @seabreeze74 @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex El tercermundismo duele.,sadness,0.6766626238822937,EXBIR1,2023-04-04 01:31:52+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex No regales dinero, pon a trabajar al hatajo de webones.-",others,0.8559589385986328,AlejandraDMV,2023-04-04 00:53:07+00:00
@SaraiMa_ @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex ...todos acarreados.,others,0.9056799411773682,SaraiMa_,2023-04-04 00:49:46+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Todavía falta para el final pero estoy seguro que lo hara muy bien,others,0.680433452129364,AlejandraDMV,2023-04-04 00:45:22+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Tendrá que hacer cambios positivos en el estado,others,0.931098997592926,AlejandraDMV,2023-04-04 00:45:12+00:00
"@911original @MissFernandaMex @seabreeze74 @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Efectivamente. Es el cáncer qué desarrollo el kks. Ahora todos van a prometer más dispendios, más estupideces porque eso es lo que quiere escuchar mexiquito.",anger,0.5362930297851562,911original,2023-04-04 00:42:53+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Los mexiquenses necesitan a alguien quien los apoye,others,0.8630813956260681,AlejandraDMV,2023-04-04 00:38:55+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Necesitamos a quien solucione las cosas y sepa acercarse al pueblo,others,0.8231592774391174,AlejandraDMV,2023-04-04 00:38:22+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Sabemos que hay muchos candidatos y ella es la mejor candidata,others,0.8721990585327148,AlejandraDMV,2023-04-04 00:36:00+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Quién se quede debe de ver el bienestar de los mexiquenses,others,0.9065690040588379,AlejandraDMV,2023-04-04 00:35:52+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Es una propuesta muy buena y segura estoy que cuando tú seas Gobernadora,será una realidad",others,0.5099225640296936,AlejandraDMV,2023-04-04 00:34:55+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Y enserió aun creen eso..
En las campañas en la campañas anteriores le dieron a mi esposa una targ.pero nunca le depositaron ni madres
La visitaron en su dmcli.y para aspirar a 💰  tenía que vivir en casa de cartón... 😡 😡",others,0.521209180355072,AlejandraDMV,2023-04-04 00:32:44+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex No me digas. https://t.co/OEttRBHFaA,others,0.89458167552948,AlejandraDMV,2023-04-04 00:20:23+00:00
"@Bran_Mujjia_ @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Queeee, es en serio, no creo que este tweet es sarcasmo y alguna broma de mal gusto #NiUnVotoALosCorruptos",anger,0.6168591380119324,Bran_Mujjia_,2023-04-04 00:10:23+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Hasta en el número de seguidores te lleva ventaja @delfinagomeza,others,0.9082750678062439,AlejandraDMV,2023-04-04 00:00:15+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex el siempre muy socorrido ""salario rosa"" que solo los amigos parientes y quien vote por el narco-prian lo obtiene pero prometer no empobrece cumplir ahi es donde se ven los prianistas",others,0.7952588796615601,AlejandraDMV,2023-04-03 23:53:04+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Corruptos sin vergüenza https://t.co/kWUy8ls0Id,anger,0.657097578048706,AlejandraDMV,2023-04-03 23:50:13+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex A nadie engañas. https://t.co/XoMQFGxplO,others,0.8859913945198059,AlejandraDMV,2023-04-03 23:41:58+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Vamos a lograr unir a nuestro estado #UnirEsResolver,others,0.751085102558136,AlejandraDMV,2023-04-03 23:39:36+00:00
"@AlejandraDMV @DonVocero @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex ¡ Yo, votare por la persona que reinicie la construcción del aeropuerto en la CDMX , y  haga hasta lo imposible por meter a  la cárcel a López ,y todos sus esbirros , y no por el que regale mas del dinero de nuestros impuestos !",anger,0.671676516532898,AlejandraDMV,2023-04-03 23:33:28+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex la economía es importante protegerla,others,0.91409832239151,AlejandraDMV,2023-04-03 23:32:08+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Ale siempre tu,others,0.8822423219680786,AlejandraDMV,2023-04-03 23:31:33+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Agradecidos por todo lo bueno,joy,0.8988299369812012,AlejandraDMV,2023-04-03 23:31:26+00:00
"@AlejandraDMV @Yuriria_Mascott @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Jajaja...Las personas te van a aceptar  la tarjeta y lo que les regales...
Pero a la Hora de ir a votar
...TOMA TU VOTO. https://t.co/JMBxHaYXK5",others,0.8862470388412476,AlejandraDMV,2023-04-03 23:31:19+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Unir es poder siempre con Ale,others,0.7831652164459229,AlejandraDMV,2023-04-03 23:31:17+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex #SalarioFamiliar es un gran beneficio,others,0.8879451751708984,AlejandraDMV,2023-04-03 23:29:32+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Queremos en familia por conseguir algo mejor,others,0.602513313293457,AlejandraDMV,2023-04-03 23:25:46+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Es el comienzo de hacer algo diferente,others,0.8806689977645874,AlejandraDMV,2023-04-03 23:25:27+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex La propuesta es seguir con los programas clientelares para administrar pobres, si ya vieron que le funcionó al cabecita de pañal @lopezobrador_ .

Votar por la 🐀 Delfina o votar por los de siempre, que dicen ahora sí vamos a trabajar.",others,0.8173319697380066,AlejandraDMV,2023-04-03 23:24:19+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Vamos siempre para adelante, con Ale del Moral.",joy,0.4844053387641907,AlejandraDMV,2023-04-03 23:21:20+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Muchas gracias por todo lo que nos da,joy,0.863078236579895,AlejandraDMV,2023-04-03 23:19:04+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Venimos en camino a poder conseguir algo increíble,joy,0.6215968728065491,AlejandraDMV,2023-04-03 23:18:39+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex ¡Unidos vamos por un mejor futuro! #AleGobernadora #UnirEsResolve,joy,0.5525903701782227,AlejandraDMV,2023-04-03 23:18:33+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Sigamos adelante con Ale del Moral.,others,0.881083071231842,AlejandraDMV,2023-04-03 23:18:18+00:00
"@seabreeze74 @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex No me tienes que convencer. Delfina es una porquería; lo que espero es que Alejandra tenga propuestas, no que les ofrezca más dinero. Eso no saca de pobre a nadie, al contrario, genera más pobreza.",anger,0.7295556664466858,seabreeze74,2023-04-03 23:14:07+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Son mas metas las que se proponen a conseguir, sigan asi",others,0.8597127795219421,AlejandraDMV,2023-04-03 23:08:10+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex A lado de grandes personas se consiguen mayores éxitos,others,0.7652937769889832,AlejandraDMV,2023-04-03 23:07:58+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex por un edomex mejor #UnirEsResolver,others,0.8965880870819092,AlejandraDMV,2023-04-03 23:05:09+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex dando noticias con beneficios,others,0.9105571508407593,AlejandraDMV,2023-04-03 23:04:03+00:00
@alejandroavilar @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Estamos perdidos. Lo bueno es que ninguno cumple todas esas tonteras.,sadness,0.7441809773445129,alejandroavilar,2023-04-03 23:04:03+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex vamos con un gobierno con nuestra mexiquense valiente en donde #UnirEsResolver,others,0.766252338886261,AlejandraDMV,2023-04-03 23:02:55+00:00
"@MissFernandaMex @seabreeze74 @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex “La revolución de las conciencias”.
🙄",others,0.9290570020675659,MissFernandaMex,2023-04-03 23:02:26+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex #UnirEsResolver una excelente manera de dar inicio con esta propuesta sobre la mesa,others,0.8628376722335815,AlejandraDMV,2023-04-03 23:02:24+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Es la mejor la única que ve por las familias felicidades Dios ña bendiga siempre,joy,0.9257431030273438,AlejandraDMV,2023-04-03 23:01:22+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex vamos con todo Alejandra Del Moral,others,0.6264520883560181,AlejandraDMV,2023-04-03 23:00:00+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex #AleGobernadora #UnirEsResolver un gran apoyo para muchas familias,others,0.485050231218338,AlejandraDMV,2023-04-03 22:58:44+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex #UnirEsResolver para la gente valiente que ama el edomex,others,0.662372350692749,AlejandraDMV,2023-04-03 22:56:00+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Y tengan un futuro con mejores oportunidades,others,0.8410759568214417,AlejandraDMV,2023-04-03 22:53:44+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Para apoyar a todas las familias mexiquenses,others,0.8575494885444641,AlejandraDMV,2023-04-03 22:53:31+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Gracias por empezar con la mejor propuesta,joy,0.74732905626297,AlejandraDMV,2023-04-03 22:53:12+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Fuerza Ale, tu si puedes #AleGobernadora #UnirEsResolver",others,0.4922248423099518,AlejandraDMV,2023-04-03 22:52:23+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Ale Del Moral mujer valiente y comprometida con su edomex,others,0.7128109931945801,AlejandraDMV,2023-04-03 22:50:11+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Con ese salario familiar va a alcanzar para comprar las medicinas que ya no dan en el Issemym ?,others,0.87282794713974,AlejandraDMV,2023-04-03 22:46:15+00:00
@MissFernandaMex @911original @seabreeze74 @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Le quieren robar los vagos a  Morena.,others,0.6300432085990906,MissFernandaMex,2023-04-03 22:45:41+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Para que nuestro futuro sea mejor,others,0.9144800901412964,AlejandraDMV,2023-04-03 22:45:20+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Apoyando a la mejor candidata,others,0.8673152327537537,AlejandraDMV,2023-04-03 22:44:54+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Somos miles de valientes unidos #UnirEsResolver,others,0.6211732625961304,AlejandraDMV,2023-04-03 22:44:41+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Jajajajaja y a este salario de cuánto será el moche pera el gobierno que se supondría representaría Ale Inmoral? actualmente te depositan 2000 y se quedan con 400.,anger,0.6579657196998596,AlejandraDMV,2023-04-03 22:44:27+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex sigamos participando por el cambio que deseamos ver #AleGobernadora #UnirEsResolver,others,0.6140266060829163,AlejandraDMV,2023-04-03 22:43:53+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex un gran apoyo #AleGobernadora #UnirEsResolver,joy,0.6593624353408813,AlejandraDMV,2023-04-03 22:38:09+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Y tener un mayor crecimiento #UnirEsResolver,others,0.9165191054344177,AlejandraDMV,2023-04-03 22:37:25+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Para que tengamos un mejor futuro,others,0.9022155404090881,AlejandraDMV,2023-04-03 22:37:09+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Gracias por ampliar las oportunidades de todos,joy,0.6224472522735596,AlejandraDMV,2023-04-03 22:36:52+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex En verdad quiero que ganes pero esas no son las soluciones adecuadas, noo, piensen piensen",others,0.7660587430000305,AlejandraDMV,2023-04-03 22:33:30+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Neto más pinche política populista, eso es seguir haciendo al pueblo webones, échenle coco con las soluciones @AlejandraDMV",anger,0.7489469647407532,AlejandraDMV,2023-04-03 22:32:01+00:00
@911original @seabreeze74 @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Eso jamás sucederá. Ya crearon vagos y conformistas.,others,0.6606767773628235,911original,2023-04-03 22:31:12+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex ¡Se la pasan regalando dinero de los contribuyentes! ¡Nos matamos todo el día para mantener vagos y corruptos! ¡Ya basta!

¡México es una cloaca gracias a ustedes y a los vendepatrias que les aplauden!",anger,0.7506966590881348,AlejandraDMV,2023-04-03 22:30:35+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Gracias por seguir trabajando de esta manera,joy,0.566175103187561,AlejandraDMV,2023-04-03 22:29:37+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Solo tú nos daras los cambios que necesitamos #AleGobernadora,others,0.8568968772888184,AlejandraDMV,2023-04-03 22:29:28+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Todos esos votos que ven ahí serán para morena  ahuevo,others,0.8986563086509705,AlejandraDMV,2023-04-03 22:27:31+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Y también van a obligar a usar Twitter? Y a  ir a eventos x medio de amenazas? 
También los van a usar como movilizadores electorales?",others,0.732342004776001,AlejandraDMV,2023-04-03 22:25:59+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Protegiendo a todos nuestros mexiquenses,others,0.8731973767280579,AlejandraDMV,2023-04-03 22:25:25+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Ale nos dará el mejor futuro,others,0.8342934846878052,AlejandraDMV,2023-04-03 22:22:56+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Gracias por empezar con la mejor iniciativa,joy,0.8245863318443298,AlejandraDMV,2023-04-03 22:22:47+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Por favor ayúdenos a las que teníamos Salario Rosa y NO nos quieren entregar tarjeta nueva si no es con cita hecha por alguien de la estructura, es nuestro derecho y nuestro dinero que está en una cuenta a nuestro nombre, solo es una cita Personal 🙏",others,0.5254682898521423,AlejandraDMV,2023-04-03 22:22:33+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex #AleGobernadora #UnirEsResolver el triunfo es tuyo,others,0.8304070234298706,AlejandraDMV,2023-04-03 22:18:55+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex ESAS SON PROPUESTAS DE NUESTRA PROXIMA GOBERNADORA, NO PERMITAMOS QUE MORENA CANCELE PROYECTOS COMO EL AEROPUERTO DE TEXCOCO QUE LOS CANCELO POR CAPRICHO EL MESIAS",others,0.7087010145187378,AlejandraDMV,2023-04-03 22:16:52+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Bien por el #SalarioFamiliar,others,0.4846011698246002,AlejandraDMV,2023-04-03 22:14:11+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Para darnos cambios positivos,others,0.9295569062232971,AlejandraDMV,2023-04-03 22:14:10+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex #AleGobernadora porque esta muy preparada,others,0.9114992618560791,AlejandraDMV,2023-04-03 22:13:53+00:00
@911original @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Hasta para mascotas.,others,0.9086480736732483,911original,2023-04-03 22:07:07+00:00
"@seabreeze74 @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex No estamos comparando. Tenemos que ser mejores que Morena. No se trata de ver quién regala más dinero sino de quién hace que mejoren los servicios, salud y seguridad.",others,0.8161270618438721,seabreeze74,2023-04-03 22:02:57+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Holaaaa vine a apoyarte. Me gusta como hablaste. Amo a @EnriqueVargasdV,joy,0.9465537071228027,AlejandraDMV,2023-04-03 22:00:57+00:00
@AlejandraDMV @EnriqueVargasdV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Apoyamos la alianza diputado Enrique Vargas vamos con #AleDelMoral #Kikers,others,0.887658417224884,AlejandraDMV,2023-04-03 21:59:10+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Estamos juntos en esto querida Ale,joy,0.5633974671363831,AlejandraDMV,2023-04-03 21:53:36+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Las familias mexiquenses somos muy afortunadas de tener su apoyo,joy,0.8031157851219177,AlejandraDMV,2023-04-03 21:53:26+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex ¿Usando progrsmas sociales de tu jefe?

Delincuente electoral, ratera.",others,0.8467190265655518,AlejandraDMV,2023-04-03 21:52:35+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Muchas felicidades y va por esa gobernatura,joy,0.9290326237678528,AlejandraDMV,2023-04-03 21:49:24+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Se ve el trabajo arduo para el puesto,others,0.9131141304969788,AlejandraDMV,2023-04-03 21:49:19+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Es la más apta para tener el puesto completo,others,0.9089184403419495,AlejandraDMV,2023-04-03 21:46:21+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Una mujer que no deja de esforzarse por el estado de México,others,0.7759749889373779,AlejandraDMV,2023-04-03 21:46:16+00:00
@911original @AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex No más que la ratera d Delfina y el loco de obrador,others,0.8930233120918274,911original,2023-04-03 21:45:45+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Ella será nuestra próxima gobernadora con su esfuerzo,others,0.8539357781410217,AlejandraDMV,2023-04-03 21:44:27+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Siempre dando todo el apoyo posible para los mexiquenses,others,0.7488217353820801,AlejandraDMV,2023-04-03 21:44:21+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Es asombroso ver a tanto gusano arrastrandose por unos pesos, después no se quejen.",anger,0.6184180974960327,AlejandraDMV,2023-04-03 21:43:51+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Un gran orgullo para los mexiquenses el contar con ellos,joy,0.9340986013412476,AlejandraDMV,2023-04-03 21:43:02+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Se ve y se siente el trabajo duro,others,0.7600979208946228,AlejandraDMV,2023-04-03 21:42:58+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Una gran coalición que tiene ganas de trabajar,others,0.6988987326622009,AlejandraDMV,2023-04-03 21:41:44+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Será una gran gobernatura para el estado de México,others,0.922627329826355,AlejandraDMV,2023-04-03 21:41:39+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex #AleGobernadora #UnirEsResolver Ya que tenemos la convicción de que trabajara,others,0.87970370054245,AlejandraDMV,2023-04-03 21:41:13+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Es una mujer muy trabajadora.
#AleGobernadora",others,0.4833502173423767,AlejandraDMV,2023-04-03 21:38:13+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Iniciamos con todo, para ganar.
#AleGobernadora",others,0.8391048312187195,AlejandraDMV,2023-04-03 21:37:49+00:00
"@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex Vamos mi Ale, solo cuando  gane no se olvide de la confianza que depositamos en usted P.d no prometa lo que no está en sus manos cumplir, no le vaya a pasar a los que dijeron que todo hiba estar bien con ya sabes quien",others,0.6340423822402954,AlejandraDMV,2023-04-03 21:36:53+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex vamos por el cambio #AleGobernadora #UnirEsResolver,others,0.8364623188972473,AlejandraDMV,2023-04-03 21:34:56+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex familias unidas con #AleGobernadora,others,0.9018436670303345,AlejandraDMV,2023-04-03 21:33:08+00:00
@AlejandraDMV @PRI_EDOMEX @pan_edomex @PRDMexico @NAedomex #AleGobernadora que nos une a todas y todos,others,0.7724854350090027,AlejandraDMV,2023-04-03 21:31:01+00:00
